s2_id,s2_token,num,name,lat,lng,encounter_ms,disppear_ms
-9182909245522182000,808fc0b1b47,25,Pikachu,37.5305949188,-121.979702756,1469522196700,1469521688074
-9182911096653087000,808fbf02ed1,25,Pikachu,37.5368201264,-122.036731532,1469522283076,1469521688693
-9182910658566423000,808fbf68ddf,25,Pikachu,37.5382780205,-122.006621917,1469521821596,1469521688863
-9182909202572509000,808fc0bbee9,25,Pikachu,37.5380727283,-121.976770567,1469522557860,1469521688884
-9182911859009782000,808fbe51111,25,Pikachu,37.5483569872,-122.045878234,1469521919684,1469521689924
-9182909000709046000,808fc0eaf7b,25,Pikachu,37.5481804933,-121.967351487,1469522185900,1469521689979
-9182911955646546000,808fbe3ac81,25,Pikachu,37.5685573847,-122.051117261,1469522319108,1469521692217
-9182911955646546000,808fbe3ac81,25,Pikachu,37.5685573847,-122.051117261,1469522319108,1469521692328
-9182909520400089000,808fc071d6f,25,Pikachu,37.5737497941,-121.981657506,1469522443868,1469521692932
-9182956236759368000,808f95f4c33,25,Pikachu,37.5783707783,-122.06221606,1469522138860,1469521693345
-9182956236759368000,808f95f4c33,25,Pikachu,37.5783707783,-122.06221606,1469522138860,1469521693347
-9182912020071055000,808fbe2bb7d,25,Pikachu,37.5784237048,-122.042503812,1469521891924,1469521693366
-9182912020071055000,808fbe2bb7d,25,Pikachu,37.5784237048,-122.042503812,1469521891924,1469521693365
-9182956256086721000,808f95f0449,25,Pikachu,37.5807079518,-122.07056161,-1,1469521693667
-9182956256086721000,808f95f0449,25,Pikachu,37.5807079518,-122.07056161,-1,1469521693665
-9182956243201819000,808f95f34ed,25,Pikachu,37.5812050327,-122.061505771,1469522313748,1469521693681
-9182910151760282000,808fbfdeb85,25,Pikachu,37.5842873108,-122.020389882,1469522424500,1469521694034
-9182910151760282000,808fbfdeb85,25,Pikachu,37.5842873108,-122.020389882,1469522424500,1469521694034
-9182956288298975000,808f95e8997,25,Pikachu,37.5882361164,-122.071893287,1469522334652,1469521694477
-9182955669823685000,808f9678dbb,25,Pikachu,37.6008399821,-122.086096829,1469522429388,1469521695937
-9182955573186920000,808f968f0df,25,Pikachu,37.6097753401,-122.096837021,1469522130012,1469521696881
-9182915576303976000,808fbaef9ab,25,Pikachu,37.4256882036,-122.142714926,1469526562252,1469525707475
-9182915576303976000,808fbaef9ab,25,Pikachu,37.4256882036,-122.142714926,1469526562252,1469525707480
-9182915312163488000,808fbb2d3b7,25,Pikachu,37.4344555713,-122.173585006,-1,1469525709021
-9182915312163488000,808fbb2d3b7,25,Pikachu,37.4344555713,-122.173585006,-1,1469525709197
-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293,-122.156909166,1469526197764,1469525711755
-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293,-122.156909166,1469526197764,1469525711845
-9182915237001560000,808fbb3ecf9,25,Pikachu,37.4476842293,-122.156909166,1469526197764,1469525711934
-9182915163987116000,808fbb4fad1,25,Pikachu,37.4557253225,-122.165957017,1469525753188,1469525713466
-9182915163987116000,808fbb4fad1,25,Pikachu,37.4557253225,-122.165957017,1469525753188,1469525713475
-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764,-122.162142819,1469526155468,1469525713650
-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764,-122.162142819,1469526155468,1469525713662
-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764,-122.162142819,1469526155468,1469525713657
-9182915209084273000,808fbb45723,25,Pikachu,37.4568832764,-122.162142819,1469526155468,1469525713944
-9182915041580548000,808fbb6c1a7,25,Pikachu,37.458552405,-122.14528777,1469526052540,1469525714124
-9182915041580548000,808fbb6c1a7,25,Pikachu,37.458552405,-122.14528777,1469526052540,1469525714124
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525737106
-9182942735529673000,808fa23c3c7,25,Pikachu,37.4960312288,-122.249303285,1469526129116,1469525737112
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525737233
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525737285
-9182941335370334000,808fa382451,25,Pikachu,37.4566651793,-122.222001227,1469526520100,1469525756521
-9182941515758961000,808fa358523,25,Pikachu,37.4625947138,-122.188218586,1469526228940,1469525790343
-9182941515758961000,808fa358523,25,Pikachu,37.4625947138,-122.188218586,1469526228940,1469525790333
-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603,-122.201431438,1469525840348,1469525790755
-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603,-122.201431438,1469525840348,1469525790756
-9182941455629418000,808fa3665e7,25,Pikachu,37.4638951603,-122.201431438,1469525840348,1469525791001
-9182941210816283000,808fa39f797,25,Pikachu,37.4685932312,-122.223153728,-1,1469525791647
-9182941547971215000,808fa350891,25,Pikachu,37.4684325017,-122.185025975,1469526129220,1469525791723
-9182941547971215000,808fa350891,25,Pikachu,37.4684325017,-122.185025975,1469526129220,1469525791727
-9182941210816283000,808fa39f797,25,Pikachu,37.4685932312,-122.223153728,-1,1469525791827
-9182941210816283000,808fa39f797,25,Pikachu,37.4685932312,-122.223153728,-1,1469525791826
-9182941547971215000,808fa350891,25,Pikachu,37.4684325017,-122.185025975,1469526129220,1469525791933
-9182941191488930000,808fa3a3b33,25,Pikachu,37.4700889425,-122.227586306,1469526563500,1469525792221
-9182941442744517000,808fa369509,25,Pikachu,37.4701398253,-122.202318148,1469526037924,1469525792256
-9182941191488930000,808fa3a3b33,25,Pikachu,37.4700889425,-122.227586306,1469526563500,1469525792466
-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727769,-122.196111022,1469526251220,1469525793570
-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727769,-122.196111022,1469526251220,1469525793570
-9182941850766410000,808fa30a279,25,Pikachu,37.4753234309,-122.218011706,1469526642276,1469525793713
-9182941850766410000,808fa30a279,25,Pikachu,37.4753234309,-122.218011706,1469526642276,1469525793712
-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727769,-122.196111022,1469526251220,1469525793763
-9182941612395725000,808fa341cbd,25,Pikachu,37.4745727769,-122.196111022,1469526251220,1469525793766
-9182941850766410000,808fa30a279,25,Pikachu,37.4753234309,-122.218011706,1469526642276,1469525793920
-9182941580183470000,808fa349061,25,Pikachu,37.4787237405,-122.18245408,1469526295908,1469525794488
-9182941580183470000,808fa349061,25,Pikachu,37.4787237405,-122.18245408,1469526295908,1469525794657
-9182941580183470000,808fa349061,25,Pikachu,37.4787237405,-122.18245408,1469526295908,1469525794651
-9182942778479346000,808fa2324e1,25,Pikachu,37.48253334,-122.251607685,1469526682596,1469525795339
-9182942778479346000,808fa2324e1,25,Pikachu,37.48253334,-122.251607685,1469526682596,1469525795536
-9182942754857026000,808fa237fdd,25,Pikachu,37.4914177468,-122.242832974,1469526537876,1469525797277
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525797914
-9182942735529673000,808fa23c3c7,25,Pikachu,37.4960312288,-122.249303285,1469526129116,1469525797931
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525798083
-9182942735529673000,808fa23c3c7,25,Pikachu,37.4960312288,-122.249303285,1469526129116,1469525798091
-9182942845051339000,808fa222c39,25,Pikachu,37.4959695174,-122.255152818,1469525892324,1469525798122
-9182942735529673000,808fa23c3c7,25,Pikachu,37.4960312288,-122.249303285,1469526129116,1469525798247
-9182941938813239000,808fa2f5e11,25,Pikachu,37.5040456928,-122.218809622,1469526635844,1469525799565
-9182953230282260000,808f98b0dbb,25,Pikachu,37.5299254298,-122.256393587,1469526688300,1469525804152
-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542,-122.269154942,1469526032004,1469525805930
-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542,-122.269154942,1469526032004,1469525805935
-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542,-122.269154942,1469526032004,1469525806338
-9182946068424294000,808f9f34439,25,Pikachu,37.5349322542,-122.269154942,1469526032004,1469525806374
-9182946448528900000,808f9edb909,25,Pikachu,37.5535270159,-122.281471744,1469526213956,1469526198827
-9182946448528900000,808f9edb909,25,Pikachu,37.5535270159,-122.281471744,1469526213956,1469526198851
-9182946448528900000,808f9edb909,25,Pikachu,37.5535270159,-122.281471744,1469526213956,1469526198993
-9182946448528900000,808f9edb909,25,Pikachu,37.5535270159,-122.281471744,1469526213956,1469526198997
-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738,-122.097103294,-1,1469526876049
-9182920210573689000,808fb6b8cc9,25,Pikachu,37.3613566427,-122.066832826,-1,1469526876317
-9182940143516910000,808fa497f39,25,Pikachu,37.4474104305,-122.198505242,1469527559044,1469527012819
-9182940242301157000,808fa480b21,25,Pikachu,37.4464935832,-122.219252906,1469527102500,1469527012807
-9182940242301157000,808fa480b21,25,Pikachu,37.4464935832,-122.219252906,1469527102500,1469527012768
-9182940143516910000,808fa497f39,25,Pikachu,37.4474104305,-122.198505242,1469527559044,1469527012808
-9182915956408582000,808fba97345,25,Pikachu,37.407392904,-122.146441095,1469527370740,1469527053424
-9182915956408582000,808fba97345,25,Pikachu,37.407392904,-122.146441095,1469527370740,1469527053446
-9182958328408441000,808f940d8fd,25,Pikachu,37.6421728221,-122.064702035,1469527348436,1469527272202
-9182958328408441000,808f940d8fd,25,Pikachu,37.6421728221,-122.064702035,1469527348436,1469527272532
-9182958328408441000,808f940d8fd,25,Pikachu,37.6421728221,-122.064702035,1469527348436,1469527272531
-9182958328408441000,808f940d8fd,25,Pikachu,37.6421728221,-122.064702035,1469527348436,1469527272535
-9182961319853162000,808f9155619,25,Pikachu,37.6468280702,-122.083877648,1469528142532,1469527273413
-9182961319853162000,808f9155619,25,Pikachu,37.6468280702,-122.083877648,1469528142532,1469527273416
-9182961319853162000,808f9155619,25,Pikachu,37.6468280702,-122.083877648,1469528142532,1469527273581
-9182961319853162000,808f9155619,25,Pikachu,37.6468280702,-122.083877648,1469528142532,1469527273621
-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304282,-122.076775964,1469527919348,1469527273899
-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304282,-122.076775964,1469527919348,1469527273902
-9182958418602754000,808f93f8c25,25,Pikachu,37.6491304282,-122.076775964,1469527919348,1469527273903
-9182962421512274000,808f90549ef,25,Pikachu,37.6739791139,-122.130825812,-1,1469527278433
-9182962421512274000,808f90549ef,25,Pikachu,37.6739791139,-122.130825812,-1,1469527278432
-9182962442987110000,808f904ff45,25,Pikachu,37.6770701432,-122.140319463,1469527608244,1469527278917
-9182962449429561000,808f904e1c3,25,Pikachu,37.6775966811,-122.135883282,1469527410604,1469527279259
-9182962449429561000,808f904e1c3,25,Pikachu,37.6775966811,-122.135883282,1469527410604,1469527279260
-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539,-122.134197485,1469527391572,1469527279888
-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539,-122.134197485,1469527391572,1469527279888
-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539,-122.134197485,1469527391572,1469527280051
-9182962458019496000,808f904c24d,25,Pikachu,37.6810967539,-122.134197485,1469527391572,1469527280051
-9182962477346849000,808f9047ab1,25,Pikachu,37.6824812386,-122.143158524,1469527670980,1469527280196
-9182962477346849000,808f9047ab1,25,Pikachu,37.6824812386,-122.143158524,1469527670980,1469527280197
-9182960916126237000,808f91b33c9,25,Pikachu,37.6828822558,-122.128075158,1469528065284,1469527280220
-9182960916126237000,808f91b33c9,25,Pikachu,37.6828822558,-122.128075158,1469528065284,1469527280221
-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203,-122.088671021,1469527530244,1469527283672
-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203,-122.088671021,1469527530244,1469527283672
-9182961087924929000,808f918b4e1,25,Pikachu,37.7009703203,-122.088671021,1469527530244,1469527283672
-9182960759359930000,808f91d7fbd,25,Pikachu,37.7110426272,-122.11822547,1469528045268,1469527285548
-9182960759359930000,808f91d7fbd,25,Pikachu,37.7110426272,-122.11822547,1469528045268,1469527285550
-9182979719493059000,808f809945b,25,Pikachu,37.805469126,-122.292812575,1469527640492,1469527452180
-9182979719493059000,808f809945b,25,Pikachu,37.805469126,-122.292812575,1469527640492,1469527452180
-9182979719493059000,808f809945b,25,Pikachu,37.805469126,-122.292812575,1469527640492,1469527452368
-9182979719493059000,808f809945b,25,Pikachu,37.805469126,-122.292812575,1469527640492,1469527452366
-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656529,-122.2036482,1469528300580,1469527517203
-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656529,-122.2036482,1469528300580,1469527517574
-9182974163952861000,808f85a6a89,25,Pikachu,37.7282656529,-122.2036482,1469528300580,1469527517574
-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548,-122.148304131,1469527525612,1469527517808
-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548,-122.148304131,1469527525612,1469527518364
-9182963074347303000,808f8fbcf0b,25,Pikachu,37.7289244548,-122.148304131,1469527525612,1469527518367
-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148,-122.243010248,1469527656836,1469527525216
-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148,-122.243010248,1469527656836,1469527525356
-9182973081621103000,808f86a2839,25,Pikachu,37.7574268148,-122.243010248,1469527656836,1469527525357
-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738,-122.097103294,1469528282924,1469528003499
-9182920210573689000,808fb6b8cc9,25,Pikachu,37.3613566427,-122.066832826,1469528462500,1469528003521
-9182926279362478000,808fb133f03,25,Pikachu,37.3616861323,-122.088582257,1469528335276,1469528003642
-9182926498405810000,808fb10085f,25,Pikachu,37.36070353,-122.128518817,1469528006364,1469528003761
-9182926251445191000,808fb13a59b,25,Pikachu,37.3607595738,-122.097103294,1469528282924,1469528003809
-9182926326607118000,808fb128ae3,25,Pikachu,37.3693688002,-122.094440542,1469528491308,1469528004862
-9182926326607118000,808fb128ae3,25,Pikachu,37.3693688002,-122.094440542,1469528491308,1469528004923
-9182919970055520000,808fb6f0e05,25,Pikachu,37.3766499057,-122.045523037,-1,1469528005887
-9182926655172116000,808fb0dc52d,25,Pikachu,37.3777062891,-122.103582383,1469528757940,1469528006065
-9182926605779993000,808fb0e7ebd,25,Pikachu,37.378421038,-122.107664898,-1,1469528006082
-9182926573567738000,808fb0ef041,25,Pikachu,37.3793259079,-122.11458707,1469528483588,1469528006188
-9182926605779993000,808fb0e7ebd,25,Pikachu,37.378421038,-122.107664898,-1,1469528006199
-9182926577862705000,808fb0ee36b,25,Pikachu,37.3793560938,-122.11671688,1469528539116,1469528006321
-9182926687384371000,808fb0d48df,25,Pikachu,37.3801995109,-122.085919296,1469528114492,1469528006364
-9182926601485025000,808fb0e8df1,25,Pikachu,37.3806525745,-122.110948547,1469528402532,1469528006453
-9182926687384371000,808fb0d48df,25,Pikachu,37.3801995109,-122.085919296,1469528114492,1469528006561
-9182919920663396000,808fb6fc5d1,25,Pikachu,37.3848404701,-122.046233431,1469528889028,1469528007165
-9182919920663396000,808fb6fc5d1,25,Pikachu,37.3848404701,-122.046233431,1469528889028,1469528007284
-9182926970852213000,808fb092e79,25,Pikachu,37.3878060865,-122.115563238,1469528595268,1469528007575
-9182919684440195000,808fb733165,25,Pikachu,37.3902546189,-122.08219104,1469528802932,1469528007891
-9182919684440195000,808fb733165,25,Pikachu,37.3902546189,-122.08219104,1469528802932,1469528008017
-9182926957967311000,808fb095dcd,25,Pikachu,37.3930633044,-122.10810864,-1,1469528008231
-9182919677997744000,808fb7348ed,25,Pikachu,37.3929236002,-122.081303341,1469528475284,1469528008270
-9182926957967311000,808fb095dcd,25,Pikachu,37.3930633044,-122.10810864,-1,1469528008347
-9182919677997744000,808fb7348ed,25,Pikachu,37.3929236002,-122.081303341,1469528475284,1469528008390
-9182926947229893000,808fb098219,25,Pikachu,37.3987150071,-122.108019891,1469528448900,1469528009123
-9182919662965359000,808fb7383f9,25,Pikachu,37.398738034,-122.071005504,1469528895332,1469528009155
-9182919671555293000,808fb736013,25,Pikachu,37.39772128,-122.077841247,1469528092460,1469528009155
-9182926947229893000,808fb098219,25,Pikachu,37.3987150071,-122.108019891,1469528448900,1469528009236
-9182926902132736000,808fb0a2833,25,Pikachu,37.4008272815,-122.10624491,1469528460396,1469528009361
-9182926902132736000,808fb0a2dc5,25,Pikachu,37.4006471839,-122.104114894,1469528799252,1469528009365
-9182926902132736000,808fb0a2dc5,25,Pikachu,37.4006471839,-122.104114894,1469528799252,1469528009491
-9182926861330547000,808fb0ac27f,25,Pikachu,37.4071312353,-122.089381133,-1,1469528010534
-9182919549148725000,808fb752dd5,25,Pikachu,37.4080528033,-122.082368579,1469528166964,1469528010544
-9182915986473353000,808fba90515,25,Pikachu,37.4091167627,-122.142981085,1469528211252,1469528010598
-9182919613573235000,808fb743a8f,25,Pikachu,37.4090503404,-122.064435684,1469528597468,1469528010693
-9182919613573235000,808fb743a8f,25,Pikachu,37.4090503404,-122.064435684,1469528597468,1469528010809
-9182916179746882000,808fba634c7,25,Pikachu,37.4128364095,-122.124525825,1469528195676,1469528011230
-9182919463249379000,808fb766a1f,25,Pikachu,37.4179324966,-122.055645708,1469528691036,1469528012312
-9182916622128513000,808fb9fc3d9,25,Pikachu,37.4209611018,-122.07713106,1469528090564,1469528012528
-9182916622128513000,808fb9fc237,25,Pikachu,37.4206287306,-122.077486154,1469528827836,1469528012528
-9182916617833546000,808fb9fd26d,25,Pikachu,37.4207389775,-122.073402502,1469528321332,1469528012529
-9182916729502695000,808fb9e3427,25,Pikachu,37.4232636237,-122.071005504,1469528824444,1469528012914
-9182916160419529000,808fba67e21,25,Pikachu,37.4233992245,-122.11787051,1469528013572,1469528012976
-9182916729502695000,808fb9e3427,25,Pikachu,37.4232636237,-122.071005504,1469528824444,1469528013040
-9182915668645773000,808fbada047,25,Pikachu,37.4247022728,-122.162763744,1469528812028,1469528076387
-9182915303573553000,808fbb2f429,25,Pikachu,37.435388726,-122.164094286,1469528211364,1469528077879
-9182940169286713000,808fa491f23,25,Pikachu,37.4406911505,-122.20754959,-1,1469528078712
-9182939976013185000,808fa4be937,25,Pikachu,37.443403944,-122.193450715,1469528354716,1469528078956
-9182940175729164000,808fa490735,25,Pikachu,37.4447686141,-122.207194924,1469528596724,1469528079051
-9182939976013185000,808fa4be937,25,Pikachu,37.443403944,-122.193450715,1469528354716,1469528079070
-9182940006077956000,808fa4b7b37,25,Pikachu,37.4443303363,-122.183252261,1469528395676,1469528079085
-9182940175729164000,808fa490735,25,Pikachu,37.4447686141,-122.207194924,1469528596724,1469528079172
-9182939986750603000,808fa4bc73f,25,Pikachu,37.4463818643,-122.192031858,1469528939356,1469528079332
-9182915258476397000,808fbb39f1d,25,Pikachu,37.4449181214,-122.162320227,1469528966900,1469528079382
-9182939986750603000,808fa4bc73f,25,Pikachu,37.4463818643,-122.192031858,1469528939356,1469528079450
-9182915198346854000,808fbb47ecf,25,Pikachu,37.4500452863,-122.161965412,1469528906332,1469528080011
-9182915198346854000,808fbb47ecf,25,Pikachu,37.4500452863,-122.161965412,1469528906332,1469528080133
-9182940031847760000,808fa4b1cc9,25,Pikachu,37.4516021313,-122.182986201,1469528623524,1469528080220
-9182941352550203000,808fa37e741,25,Pikachu,37.4538868778,-122.214642662,1469528476900,1469528080435
-9182940049027629000,808fa4adf75,25,Pikachu,37.4537763963,-122.179527367,1469528356980,1469528080595
-9182941328927883000,808fa383c25,25,Pikachu,37.4551192357,-122.224128911,1469528714612,1469528080796
-9182915157544665000,808fbb51749,25,Pikachu,37.4597827958,-122.167642317,-1,1469528081356
-9182941485694190000,808fa35f6eb,25,Pikachu,37.4597314634,-122.193450715,1469528437612,1469528081456
-9182941223701185000,808fa39c7b5,25,Pikachu,37.4615880965,-122.225015433,1469528682804,1469528081680
-9182941427712131000,808fa36cef7,25,Pikachu,37.4728977509,-122.205066903,1469528341820,1469528083439
-9182913660748562000,808fbcadfb1,25,Pikachu,37.4752713385,-122.169416288,1469528635844,1469528083603
-9182941593068372000,808fa346773,25,Pikachu,37.4751808827,-122.187952539,1469528613676,1469528083712
-9182913699403268000,808fbca4cd5,25,Pikachu,37.4786834816,-122.159659083,-1,1469528084109
-9182913647863661000,808fbcb0cbf,25,Pikachu,37.481635384,-122.164981305,1469528087228,1469528084725
-9182977498994967000,808f829e589,25,Pikachu,37.6620122221,-122.353306055,-1,1469528366576
-9182977498994967000,808f829e589,25,Pikachu,37.6620122221,-122.353306055,-1,1469528366720
-9182985060284891000,808f7bbdd6b,25,Pikachu,37.657493141,-122.47533877,1469528884972,1469528394495
-9182985060284891000,808f7bbdd6b,25,Pikachu,37.657493141,-122.47533877,1469528884972,1469528394496
-9182987680214942000,808f795bfef,25,Pikachu,37.6751134926,-122.44084064,-1,1469528397527
-9182987680214942000,808f795bfef,25,Pikachu,37.6751134926,-122.44084064,-1,1469528397526
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530121966
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530121967
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530122077
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530122108
-9185790569429860000,8085842578b,25,Pikachu,37.8367233086,-122.480291413,1469530882508,1469530123472
-9185790569429860000,8085842578b,25,Pikachu,37.8367233086,-122.480291413,1469530882508,1469530123581
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530189889
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530189891
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530189958
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530189959
-9185793956011573000,80858110b0b,25,Pikachu,37.8211040665,-122.417747082,1469530508428,1469530189960
-9185790569429860000,8085842578b,25,Pikachu,37.8367233086,-122.480291413,1469530882508,1469530191583
-9185790569429860000,8085842578b,25,Pikachu,37.8367233086,-122.480291413,1469530882508,1469530191584
-9182984673737834000,808f7c17c7b,25,Pikachu,37.701326817,-122.460037157,1469542866220,1469542104970
-9182984673737834000,808f7c17c7b,25,Pikachu,37.701326817,-122.460037157,1469542866220,1469542104970
-9182984673737834000,808f7c17c7b,25,Pikachu,37.701326817,-122.460037157,1469542866220,1469542104970
-9182984673737834000,808f7c17c7b,25,Pikachu,37.701326817,-122.460037157,1469542866220,1469542105071
-9182982060250235000,808f7e7845f,25,Pikachu,37.7342208043,-122.444644838,1469542882588,1469542107617
-9182982060250235000,808f7e7845f,25,Pikachu,37.7342208043,-122.444644838,1469542882588,1469542107617
-9182982060250235000,808f7e7845f,25,Pikachu,37.7342208043,-122.444644838,1469542882588,1469542107677
-9182982060250235000,808f7e7845f,25,Pikachu,37.7342208043,-122.444644838,1469542882588,1469542107675
-9182982133264679000,808f7e67299,25,Pikachu,37.736813258,-122.426772756,1469542486980,1469542107875
-9182982133264679000,808f7e67299,25,Pikachu,37.736813258,-122.426772756,1469542486980,1469542107912
